chrom	start	end	name	gene	n_probes	span_bp	covered_bp	span_ratio
chr16	67571144	67571264	CTCF_exon_2	CTCF	1	120	120	1.0
chr16	67610822	67611612	CTCF_exon_3	CTCF	7	790	840	0.94
chr16	67611949	67612120	CTCF_exon_4	CTCF	2	171	240	0.71
chr16	67616743	67616877	CTCF_exon_5	CTCF	2	134	240	0.56
chr16	67620695	67620815	CTCF_exon_6	CTCF	1	120	120	1.0
chr16	67621440	67621590	CTCF_exon_7	CTCF	2	150	240	0.62
chr16	67626553	67626714	CTCF_exon_8	CTCF	2	161	240	0.67
chr16	67628368	67628551	CTCF_exon_9	CTCF	2	183	240	0.76
chr16	67629396	67629532	CTCF_exon_10	CTCF	2	136	240	0.57
chr16	67636688	67636850	CTCF_exon_11	CTCF	2	162	240	0.68
chr16	67637686	67639176	CTCF_exon_12	CTCF	13	1490	1560	0.96
chr16	81779289	81779423	PLCG2_exon_1	PLCG2	2	134	240	0.56
chr16	81785941	81786181	PLCG2_exon_2	PLCG2	2	240	240	1.0
chr16	81854442	81854586	PLCG2_exon_3	PLCG2	2	144	240	0.6
chr16	81858246	81858366	PLCG2_exon_4	PLCG2	1	120	120	1.0
chr16	81859110	81859230	PLCG2_exon_5	PLCG2	1	120	120	1.0
chr16	81869179	81869299	PLCG2_exon_6	PLCG2	1	120	120	1.0
chr16	81870846	81870966	PLCG2_exon_7	PLCG2	1	120	120	1.0
chr16	81880876	81880996	PLCG2_exon_8	PLCG2	1	120	120	1.0
chr16	81883223	81883343	PLCG2_exon_9	PLCG2	1	120	120	1.0
chr16	81889168	81889288	PLCG2_exon_10	PLCG2	1	120	120	1.0
chr16	81891469	81891589	PLCG2_exon_11	PLCG2	1	120	120	1.0
chr16	81893691	81893811	PLCG2_exon_12	PLCG2	1	120	120	1.0
chr16	81895805	81895925	PLCG2_exon_13	PLCG2	1	120	120	1.0
chr16	81900610	81900779	PLCG2_exon_14	PLCG2	2	169	240	0.7
chr16	81905393	81905513	PLCG2_exon_15	PLCG2	1	120	120	1.0
chr16	81907660	81907780	PLCG2_exon_16	PLCG2	1	120	120	1.0
chr16	81908414	81908590	PLCG2_exon_17	PLCG2	2	176	240	0.73
chr16	81910518	81910719	PLCG2_exon_18	PLCG2	2	201	240	0.84
chr16	81912595	81912715	PLCG2_exon_19	PLCG2	1	120	120	1.0
chr16	81919482	81919663	PLCG2_exon_20	PLCG2	2	181	240	0.75
chr16	81921193	81921313	PLCG2_exon_21	PLCG2	1	120	120	1.0
chr16	81923478	81923598	PLCG2_exon_22	PLCG2	1	120	120	1.0
chr16	81927066	81927186	PLCG2_exon_23	PLCG2	1	120	120	1.0
chr16	81928556	81928676	PLCG2_exon_24	PLCG2	1	120	120	1.0
chr16	81931495	81931653	PLCG2_exon_25	PLCG2	2	158	240	0.66
chr16	81934413	81934533	PLCG2_exon_26	PLCG2	1	120	120	1.0
chr16	81936167	81936377	PLCG2_exon_27	PLCG2	2	210	240	0.88
chr16	81937756	81937902	PLCG2_exon_28	PLCG2	2	146	240	0.61
chr16	81938796	81938916	PLCG2_exon_29	PLCG2	1	120	120	1.0
chr16	81939890	81940058	PLCG2_exon_30	PLCG2	2	168	240	0.7
chr16	81946145	81946265	PLCG2_exon_31	PLCG2	1	120	120	1.0
chr16	81956693	81956878	PLCG2_exon_32	PLCG2	2	185	240	0.77
chr16	81957954	81962684	PLCG2_exon_33	PLCG2	40	4730	4800	0.99
chr17	1650627	1650955	PRPF8_exon_43	PRPF8	3	328	360	0.91
chr17	1651106	1651309	PRPF8_exon_42	PRPF8	2	203	240	0.85
chr17	1651412	1651552	PRPF8_exon_41	PRPF8	2	140	240	0.58
chr17	1651646	1651787	PRPF8_exon_40	PRPF8	2	141	240	0.59
chr17	1653540	1653682	PRPF8_exon_39	PRPF8	2	142	240	0.59
chr17	1653775	1654015	PRPF8_exon_38	PRPF8	2	240	240	1.0
chr17	1655348	1655542	PRPF8_exon_37	PRPF8	2	194	240	0.81
chr17	1656390	1656564	PRPF8_exon_36	PRPF8	2	174	240	0.72
chr17	1656643	1656763	PRPF8_exon_35	PRPF8	1	120	120	1.0
chr17	1658255	1658375	PRPF8_exon_34	PRPF8	1	120	120	1.0
chr17	1658524	1658762	PRPF8_exon_33	PRPF8	2	238	240	0.99
chr17	1659355	1659547	PRPF8_exon_32	PRPF8	2	192	240	0.8
chr17	1659839	1660000	PRPF8_exon_31	PRPF8	2	161	240	0.67
chr17	1660430	1660577	PRPF8_exon_30	PRPF8	2	147	240	0.61
chr17	1660701	1660821	PRPF8_exon_29	PRPF8	1	120	120	1.0
chr17	1660991	1661161	PRPF8_exon_28	PRPF8	2	170	240	0.71
chr17	1661269	1661405	PRPF8_exon_27	PRPF8	2	136	240	0.57
chr17	1661609	1661789	PRPF8_exon_26	PRPF8	2	180	240	0.75
chr17	1661904	1662152	PRPF8_exon_25	PRPF8	2	248	240	1.03
chr17	1673077	1673197	PRPF8_exon_24	PRPF8	1	120	120	1.0
chr17	1673355	1673566	PRPF8_exon_23	PRPF8	2	211	240	0.88
chr17	1673744	1673891	PRPF8_exon_22	PRPF8	2	147	240	0.61
chr17	1674440	1674679	PRPF8_exon_21	PRPF8	2	239	240	1.0
chr17	1675150	1675338	PRPF8_exon_20	PRPF8	2	188	240	0.78
chr17	1675618	1675811	PRPF8_exon_19	PRPF8	2	193	240	0.8
chr17	1675929	1676049	PRPF8_exon_18	PRPF8	1	120	120	1.0
chr17	1676205	1676369	PRPF8_exon_17	PRPF8	2	164	240	0.68
chr17	1676503	1676710	PRPF8_exon_16	PRPF8	2	207	240	0.86
chr17	1676974	1677171	PRPF8_exon_15	PRPF8	2	197	240	0.82
chr17	1677568	1677688	PRPF8_exon_14	PRPF8	1	120	120	1.0
chr17	1678516	1678651	PRPF8_exon_13	PRPF8	2	135	240	0.56
chr17	1678760	1678880	PRPF8_exon_12	PRPF8	1	120	120	1.0
chr17	1679015	1679205	PRPF8_exon_11	PRPF8	2	190	240	0.79
chr17	1679289	1679409	PRPF8_exon_10	PRPF8	1	120	120	1.0
chr17	1679607	1679798	PRPF8_exon_9	PRPF8	2	191	240	0.8
chr17	1680717	1680837	PRPF8_exon_8	PRPF8	1	120	120	1.0
chr17	1680930	1681050	PRPF8_exon_7	PRPF8	1	120	120	1.0
chr17	1681476	1681689	PRPF8_exon_6	PRPF8	2	213	240	0.89
chr17	1681818	1682037	PRPF8_exon_5	PRPF8	2	219	240	0.91
chr17	1682127	1682292	PRPF8_exon_4	PRPF8	2	165	240	0.69
chr17	1683531	1683700	PRPF8_exon_3	PRPF8	2	169	240	0.7
chr17	1684465	1684585	PRPF8_exon_2	PRPF8	1	120	120	1.0
chr17	1684777	1684897	PRPF8_exon_1	PRPF8	1	120	120	1.0
chr17	7668419	7669689	TP53_exon_11	TP53	9	1270	1080	1.18
chr17	7670600	7670720	TP53_exon_10	TP53	1	120	120	1.0
chr17	7673512	7673632	TP53_exon_9	TP53	1	120	120	1.0
chr17	7673699	7673836	TP53_exon_8	TP53	2	137	240	0.57
chr17	7674174	7674294	TP53_exon_7	TP53	1	120	120	1.0
chr17	7674853	7674973	TP53_exon_6	TP53	1	120	120	1.0
chr17	7675051	7675235	TP53_exon_5	TP53	2	184	240	0.77
chr17	7675992	7676271	TP53_exon_4	TP53	3	279	360	0.78
chr17	7676344	7676464	TP53_exon_3	TP53	1	120	120	1.0
chr17	7676516	7676636	TP53_exon_2	TP53	1	120	120	1.0
chr17	7687372	7687492	TP53_exon_1	TP53	1	120	120	1.0
chr17	7834215	7834349	KDM6B_exon_1	KDM6B	2	134	240	0.56
chr17	7839903	7840023	KDM6B_exon_2	KDM6B	1	120	120	1.0
chr17	7844899	7845019	KDM6B_exon_3	KDM6B	1	120	120	1.0
chr17	7845312	7845455	KDM6B_exon_4	KDM6B	2	143	240	0.6
chr17	7845548	7845690	KDM6B_exon_5	KDM6B	2	142	240	0.59
chr17	7845871	7845991	KDM6B_exon_6	KDM6B	1	120	120	1.0
chr17	7846076	7846296	KDM6B_exon_7	KDM6B	2	220	240	0.92
chr17	7846396	7846516	KDM6B_exon_8	KDM6B	1	120	120	1.0
chr17	7846577	7846739	KDM6B_exon_9	KDM6B	2	162	240	0.68
chr17	7846817	7847015	KDM6B_exon_10	KDM6B	2	198	240	0.82
chr17	7847103	7847451	KDM6B_exon_11	KDM6B	3	348	360	0.97
chr17	7847544	7849727	KDM6B_exon_12	KDM6B	19	2183	2280	0.96
chr17	7849822	7849942	KDM6B_exon_13	KDM6B	1	120	120	1.0
chr17	7850063	7850183	KDM6B_exon_14	KDM6B	1	120	120	1.0
chr17	7851019	7851225	KDM6B_exon_15	KDM6B	2	206	240	0.86
chr17	7851311	7851431	KDM6B_exon_16	KDM6B	1	120	120	1.0
chr17	7851436	7851556	KDM6B_exon_17	KDM6B	1	120	120	1.0
chr17	7851646	7851795	KDM6B_exon_18	KDM6B	2	149	240	0.62
chr17	7851946	7852066	KDM6B_exon_19	KDM6B	1	120	120	1.0
chr17	7852147	7852335	KDM6B_exon_20	KDM6B	2	188	240	0.78
chr17	7852493	7852635	KDM6B_exon_21	KDM6B	2	142	240	0.59
chr17	7853001	7853121	KDM6B_exon_22	KDM6B	1	120	120	1.0
chr17	7853208	7853379	KDM6B_exon_23	KDM6B	2	171	240	0.71
chr17	7853496	7854795	KDM6B_exon_24	KDM6B	11	1299	1320	0.98
chr17	31094975	31095368	NF1_exon_1	NF1	4	393	480	0.82
chr17	31155981	31156125	NF1_exon_2	NF1	2	144	240	0.6
chr17	31159002	31159122	NF1_exon_3	NF1	1	120	120	1.0
chr17	31163184	31163375	NF1_exon_4	NF1	2	191	240	0.8
chr17	31169882	31170002	NF1_exon_5	NF1	1	120	120	1.0
chr17	31181389	31181509	NF1_exon_6	NF1	1	120	120	1.0
chr17	31181677	31181797	NF1_exon_7	NF1	1	120	120	1.0
chr17	31182506	31182664	NF1_exon_8	NF1	2	158	240	0.66
chr17	31200420	31200594	NF1_exon_9	NF1	2	174	240	0.72
chr17	31201036	31201156	NF1_exon_10	NF1	1	120	120	1.0
chr17	31201386	31201506	NF1_exon_11	NF1	1	120	120	1.0
chr17	31206238	31206370	NF1_exon_12	NF1	2	132	240	0.55
chr17	31214449	31214584	NF1_exon_13	NF1	2	135	240	0.56
chr17	31219000	31219120	NF1_exon_14	NF1	1	120	120	1.0
chr17	31221849	31221969	NF1_exon_15	NF1	1	120	120	1.0
chr17	31223444	31223564	NF1_exon_16	NF1	1	120	120	1.0
chr17	31225093	31225249	NF1_exon_17	NF1	2	156	240	0.65
chr17	31226433	31226683	NF1_exon_18	NF1	2	250	240	1.04
chr17	31227198	31227318	NF1_exon_19	NF1	1	120	120	1.0
chr17	31227521	31227641	NF1_exon_20	NF1	1	120	120	1.0
chr17	31229023	31229464	NF1_exon_21	NF1	4	441	480	0.92
chr17	31229833	31229973	NF1_exon_22	NF1	2	140	240	0.58
chr17	31230259	31230379	NF1_exon_23	NF1	1	120	120	1.0
chr17	31230807	31230927	NF1_exon_24	NF1	1	120	120	1.0
chr17	31232070	31232190	NF1_exon_25	NF1	1	120	120	1.0
chr17	31232698	31232880	NF1_exon_26	NF1	2	182	240	0.76
chr17	31233000	31233212	NF1_exon_27	NF1	2	212	240	0.88
chr17	31235609	31235771	NF1_exon_28	NF1	2	162	240	0.68
chr17	31235902	31236022	NF1_exon_29	NF1	1	120	120	1.0
chr17	31248982	31249118	NF1_exon_30	NF1	2	136	240	0.57
chr17	31252896	31253016	NF1_exon_31	NF1	1	120	120	1.0
chr17	31258342	31258501	NF1_exon_32	NF1	2	159	240	0.66
chr17	31259025	31259145	NF1_exon_33	NF1	1	120	120	1.0
chr17	31260367	31260514	NF1_exon_34	NF1	2	147	240	0.61
chr17	31261709	31261856	NF1_exon_35	NF1	2	147	240	0.61
chr17	31265222	31265342	NF1_exon_36	NF1	1	120	120	1.0
chr17	31325818	31326251	NF1_exon_37	NF1	4	433	480	0.9
chr17	31327497	31327838	NF1_exon_38	NF1	3	341	360	0.95
chr17	31330294	31330497	NF1_exon_39	NF1	2	203	240	0.85
chr17	31334836	31335030	NF1_exon_40	NF1	2	194	240	0.81
chr17	31336331	31336472	NF1_exon_41	NF1	2	141	240	0.59
chr17	31336633	31336913	NF1_exon_42	NF1	3	280	360	0.78
chr17	31337366	31337581	NF1_exon_43	NF1	2	215	240	0.9
chr17	31337770	31337890	NF1_exon_44	NF1	1	120	120	1.0
chr17	31338020	31338140	NF1_exon_45	NF1	1	120	120	1.0
chr17	31338695	31338815	NF1_exon_46	NF1	1	120	120	1.0
chr17	31340503	31340644	NF1_exon_47	NF1	2	141	240	0.59
chr17	31343010	31343130	NF1_exon_48	NF1	1	120	120	1.0
chr17	31349118	31349250	NF1_exon_49	NF1	2	132	240	0.55
chr17	31350181	31350317	NF1_exon_50	NF1	2	136	240	0.57
chr17	31352255	31352413	NF1_exon_51	NF1	2	158	240	0.66
chr17	31356459	31356579	NF1_exon_52	NF1	1	120	120	1.0
chr17	31356963	31357083	NF1_exon_53	NF1	1	120	120	1.0
chr17	31357256	31357376	NF1_exon_54	NF1	1	120	120	1.0
chr17	31358478	31358621	NF1_exon_55	NF1	2	143	240	0.6
chr17	31358961	31359081	NF1_exon_56	NF1	1	120	120	1.0
chr17	31360485	31360702	NF1_exon_57	NF1	2	217	240	0.9
chr17	31374011	31377674	NF1_exon_58	NF1	31	3663	3720	0.98
chr17	31936991	31937519	SUZ12_exon_1	SUZ12	5	528	600	0.88
chr17	31940217	31940337	SUZ12_exon_2	SUZ12	1	120	120	1.0
chr17	31940406	31940526	SUZ12_exon_3	SUZ12	1	120	120	1.0
chr17	31947574	31947694	SUZ12_exon_4	SUZ12	1	120	120	1.0
chr17	31966145	31966265	SUZ12_exon_5	SUZ12	1	120	120	1.0
chr17	31973128	31973248	SUZ12_exon_6	SUZ12	1	120	120	1.0
chr17	31975480	31975712	SUZ12_exon_7	SUZ12	2	232	240	0.97
chr17	31976518	31976638	SUZ12_exon_8	SUZ12	1	120	120	1.0
chr17	31982990	31983110	SUZ12_exon_9	SUZ12	1	120	120	1.0
chr17	31988318	31988496	SUZ12_exon_10	SUZ12	2	178	240	0.74
chr17	31993233	31993353	SUZ12_exon_11	SUZ12	1	120	120	1.0
chr17	31993863	31994007	SUZ12_exon_12	SUZ12	2	144	240	0.6
chr17	31994562	31994720	SUZ12_exon_13	SUZ12	2	158	240	0.66
chr17	31995562	31995761	SUZ12_exon_14	SUZ12	2	199	240	0.83
chr17	31996763	31996883	SUZ12_exon_15	SUZ12	1	120	120	1.0
chr17	31998656	32001037	SUZ12_exon_16	SUZ12	20	2381	2400	0.99
chr17	42199175	42201863	STAT5B_exon_19	STAT5B	23	2688	2760	0.97
chr17	42202332	42202452	STAT5B_exon_18	STAT5B	1	120	120	1.0
chr17	42202714	42202834	STAT5B_exon_17	STAT5B	1	120	120	1.0
chr17	42207556	42207727	STAT5B_exon_16	STAT5B	2	171	240	0.71
chr17	42210174	42210294	STAT5B_exon_15	STAT5B	1	120	120	1.0
chr17	42210396	42210516	STAT5B_exon_14	STAT5B	1	120	120	1.0
chr17	42211982	42212189	STAT5B_exon_13	STAT5B	2	207	240	0.86
chr17	42216002	42216122	STAT5B_exon_12	STAT5B	1	120	120	1.0
chr17	42217159	42217279	STAT5B_exon_11	STAT5B	1	120	120	1.0
chr17	42217352	42217472	STAT5B_exon_10	STAT5B	1	120	120	1.0
chr17	42218149	42218329	STAT5B_exon_9	STAT5B	2	180	240	0.75
chr17	42218721	42218877	STAT5B_exon_8	STAT5B	2	156	240	0.65
chr17	42219310	42219462	STAT5B_exon_7	STAT5B	2	152	240	0.63
chr17	42219715	42219835	STAT5B_exon_6	STAT5B	1	120	120	1.0
chr17	42223380	42223555	STAT5B_exon_5	STAT5B	2	175	240	0.73
chr17	42224764	42224884	STAT5B_exon_4	STAT5B	1	120	120	1.0
chr17	42227527	42227684	STAT5B_exon_3	STAT5B	2	157	240	0.65
chr17	42231998	42232136	STAT5B_exon_2	STAT5B	2	138	240	0.57
chr17	42276246	42276390	STAT5B_exon_1	STAT5B	2	144	240	0.6
chr17	42313322	42315799	STAT3_exon_24	STAT3	19	2477	2280	1.09
chr17	42316783	42316903	STAT3_exon_23	STAT3	1	120	120	1.0
chr17	42317112	42317232	STAT3_exon_22	STAT3	1	120	120	1.0
chr17	42322280	42322493	STAT3_exon_21	STAT3	2	213	240	0.89
chr17	42323002	42323142	STAT3_exon_20	STAT3	2	140	240	0.58
chr17	42323242	42323362	STAT3_exon_19	STAT3	1	120	120	1.0
chr17	42323508	42323628	STAT3_exon_18	STAT3	1	120	120	1.0
chr17	42324709	42324845	STAT3_exon_17	STAT3	2	136	240	0.57
chr17	42324943	42325063	STAT3_exon_16	STAT3	1	120	120	1.0
chr17	42326096	42326216	STAT3_exon_15	STAT3	1	120	120	1.0
chr17	42329372	42329492	STAT3_exon_14	STAT3	1	120	120	1.0
chr17	42329530	42329650	STAT3_exon_13	STAT3	1	120	120	1.0
chr17	42329677	42329797	STAT3_exon_12	STAT3	1	120	120	1.0
chr17	42331412	42331532	STAT3_exon_11	STAT3	1	120	120	1.0
chr17	42333662	42333782	STAT3_exon_10	STAT3	1	120	120	1.0
chr17	42333889	42334048	STAT3_exon_9	STAT3	2	159	240	0.66
chr17	42337433	42337585	STAT3_exon_8	STAT3	2	152	240	0.63
chr17	42337755	42337875	STAT3_exon_7	STAT3	1	120	120	1.0
chr17	42338697	42338817	STAT3_exon_6	STAT3	1	120	120	1.0
chr17	42339300	42339420	STAT3_exon_5	STAT3	1	120	120	1.0
chr17	42345554	42345674	STAT3_exon_4	STAT3	1	120	120	1.0
chr17	42346567	42346712	STAT3_exon_3	STAT3	2	145	240	0.6
chr17	42348387	42348538	STAT3_exon_2	STAT3	2	151	240	0.63
chr17	42388277	42388441	STAT3_exon_1	STAT3	2	164	240	0.68
chr17	44205038	44207366	UBTF_exon_21	UBTF	20	2328	2400	0.97
chr17	44207452	44207596	UBTF_exon_20	UBTF	2	144	240	0.6
chr17	44207690	44207810	UBTF_exon_19	UBTF	1	120	120	1.0
chr17	44207843	44207963	UBTF_exon_18	UBTF	1	120	120	1.0
chr17	44209350	44209540	UBTF_exon_17	UBTF	2	190	240	0.79
chr17	44209629	44209749	UBTF_exon_16	UBTF	1	120	120	1.0
chr17	44210117	44210237	UBTF_exon_15	UBTF	1	120	120	1.0
chr17	44210316	44210472	UBTF_exon_14	UBTF	2	156	240	0.65
chr17	44210790	44210946	UBTF_exon_13	UBTF	2	156	240	0.65
chr17	44211034	44211154	UBTF_exon_12	UBTF	1	120	120	1.0
chr17	44211272	44211392	UBTF_exon_11	UBTF	1	120	120	1.0
chr17	44211604	44211746	UBTF_exon_10	UBTF	2	142	240	0.59
chr17	44211871	44212005	UBTF_exon_9	UBTF	2	134	240	0.56
chr17	44212337	44212457	UBTF_exon_8	UBTF	1	120	120	1.0
chr17	44212817	44212937	UBTF_exon_7	UBTF	1	120	120	1.0
chr17	44213207	44213327	UBTF_exon_6	UBTF	1	120	120	1.0
chr17	44215652	44215808	UBTF_exon_5	UBTF	2	156	240	0.65
chr17	44215900	44216020	UBTF_exon_4	UBTF	1	120	120	1.0
chr17	44216527	44216703	UBTF_exon_3	UBTF	2	176	240	0.73
chr17	44218172	44218292	UBTF_exon_2	UBTF	1	120	120	1.0
chr17	44219443	44219674	UBTF_exon_1	UBTF	2	231	240	0.96
chr17	58692600	58692787	RAD51C_exon_1	RAD51C	2	187	240	0.78
chr17	58694929	58695188	RAD51C_exon_2	RAD51C	3	259	360	0.72
chr17	58696691	58696858	RAD51C_exon_3	RAD51C	2	167	240	0.7
chr17	58703194	58703328	RAD51C_exon_4	RAD51C	2	134	240	0.56
chr17	58709857	58709989	RAD51C_exon_5	RAD51C	2	132	240	0.55
chr17	58720708	58720828	RAD51C_exon_6	RAD51C	1	120	120	1.0
chr17	58723997	58724117	RAD51C_exon_7	RAD51C	1	120	120	1.0
chr17	58732469	58732589	RAD51C_exon_8	RAD51C	1	120	120	1.0
chr17	58734116	58735622	RAD51C_exon_9	RAD51C	8	1506	960	1.57
chr17	60600191	60600885	PPM1D_exon_1	PPM1D	6	694	720	0.96
chr17	60623519	60623748	PPM1D_exon_2	PPM1D	2	229	240	0.95
chr17	60633853	60633973	PPM1D_exon_3	PPM1D	1	120	120	1.0
chr17	60647890	60648081	PPM1D_exon_4	PPM1D	2	191	240	0.8
chr17	60656597	60656840	PPM1D_exon_5	PPM1D	2	243	240	1.01
chr17	60662993	60666279	PPM1D_exon_6	PPM1D	20	3286	2400	1.37
chr17	76734113	76735157	SRSF2_exon_3	SRSF2	9	1044	1080	0.97
chr17	76736152	76736463	SRSF2_exon_2	SRSF2	3	311	360	0.86
chr17	76736797	76737330	SRSF2_exon_1	SRSF2	5	533	600	0.89
chr18	44680886	44681020	SETBP1_exon_1	SETBP1	2	134	240	0.56
chr18	44701173	44701831	SETBP1_exon_2	SETBP1	6	658	720	0.91
chr18	44869225	44869345	SETBP1_exon_3	SETBP1	1	120	120	1.0
chr18	44949879	44953339	SETBP1_exon_4	SETBP1	29	3460	3480	0.99
chr18	45038483	45038654	SETBP1_exon_5	SETBP1	2	171	240	0.71
chr18	45063077	45068509	SETBP1_exon_6	SETBP1	46	5432	5520	0.98
chr18	63123344	63128758	BCL2_exon_3	BCL2	46	5414	5520	0.98
chr18	63318080	63318951	BCL2_exon_2	BCL2	8	871	960	0.91
chr18	63319172	63319768	BCL2_exon_1	BCL2	5	596	600	0.99
chr19	852296	852416	ELANE_exon_1	ELANE	1	120	120	1.0
chr19	852874	853031	ELANE_exon_2	ELANE	2	157	240	0.65
chr19	853260	853402	ELANE_exon_3	ELANE	2	142	240	0.59
chr19	855562	855793	ELANE_exon_4	ELANE	2	231	240	0.96
chr19	855956	856242	ELANE_exon_5	ELANE	3	286	360	0.79
chr19	4043287	4048243	ZBTB7A_exon_3	ZBTB7A	39	4956	4680	1.06
chr19	4053969	4055246	ZBTB7A_exon_2	ZBTB7A	11	1277	1320	0.97
chr19	4066680	4066898	ZBTB7A_exon_1	ZBTB7A	2	218	240	0.91
chr19	10133344	10133700	DNMT1_exon_41	DNMT1	3	356	360	0.99
chr19	10134209	10134329	DNMT1_exon_40	DNMT1	1	120	120	1.0
chr19	10135732	10135852	DNMT1_exon_39	DNMT1	1	120	120	1.0
chr19	10136119	10136286	DNMT1_exon_38	DNMT1	2	167	240	0.7
chr19	10137083	10137279	DNMT1_exon_37	DNMT1	2	196	240	0.82
chr19	10137830	10138008	DNMT1_exon_36	DNMT1	2	178	240	0.74
chr19	10138437	10138604	DNMT1_exon_35	DNMT1	2	167	240	0.7
chr19	10139674	10139816	DNMT1_exon_34	DNMT1	2	142	240	0.59
chr19	10140044	10140327	DNMT1_exon_33	DNMT1	3	283	360	0.79
chr19	10140783	10140903	DNMT1_exon_32	DNMT1	1	120	120	1.0
chr19	10141099	10141219	DNMT1_exon_31	DNMT1	1	120	120	1.0
chr19	10142026	10142219	DNMT1_exon_30	DNMT1	2	193	240	0.8
chr19	10143764	10143986	DNMT1_exon_29	DNMT1	2	222	240	0.93
chr19	10146349	10146523	DNMT1_exon_28	DNMT1	2	174	240	0.72
chr19	10148882	10149016	DNMT1_exon_27	DNMT1	2	134	240	0.56
chr19	10149451	10149656	DNMT1_exon_26	DNMT1	2	205	240	0.85
chr19	10149849	10149969	DNMT1_exon_25	DNMT1	1	120	120	1.0
chr19	10151396	10151544	DNMT1_exon_24	DNMT1	2	148	240	0.62
chr19	10151743	10151863	DNMT1_exon_23	DNMT1	1	120	120	1.0
chr19	10154291	10154478	DNMT1_exon_22	DNMT1	2	187	240	0.78
chr19	10154584	10154772	DNMT1_exon_21	DNMT1	2	188	240	0.78
chr19	10154903	10155055	DNMT1_exon_20	DNMT1	2	152	240	0.63
chr19	10155834	10155954	DNMT1_exon_19	DNMT1	1	120	120	1.0
chr19	10156388	10156508	DNMT1_exon_18	DNMT1	1	120	120	1.0
chr19	10159651	10159771	DNMT1_exon_17	DNMT1	1	120	120	1.0
chr19	10159824	10159944	DNMT1_exon_16	DNMT1	1	120	120	1.0
chr19	10159972	10160092	DNMT1_exon_15	DNMT1	1	120	120	1.0
chr19	10160378	10160498	DNMT1_exon_14	DNMT1	1	120	120	1.0
chr19	10162652	10162772	DNMT1_exon_13	DNMT1	1	120	120	1.0
chr19	10163271	10163391	DNMT1_exon_12	DNMT1	1	120	120	1.0
chr19	10166576	10166696	DNMT1_exon_11	DNMT1	1	120	120	1.0
chr19	10168264	10168384	DNMT1_exon_10	DNMT1	1	120	120	1.0
chr19	10173080	10173200	DNMT1_exon_9	DNMT1	1	120	120	1.0
chr19	10173859	10173979	DNMT1_exon_8	DNMT1	1	120	120	1.0
chr19	10175515	10175635	DNMT1_exon_7	DNMT1	1	120	120	1.0
chr19	10177248	10177368	DNMT1_exon_6	DNMT1	1	120	120	1.0
chr19	10180348	10180568	DNMT1_exon_4	DNMT1	2	220	240	0.92
chr19	10180770	10180890	DNMT1_exon_3	DNMT1	1	120	120	1.0
chr19	10181981	10182101	DNMT1_exon_2	DNMT1	1	120	120	1.0
chr19	10194818	10194952	DNMT1_exon_1	DNMT1	2	134	240	0.56
chr19	11377205	11378594	EPOR_exon_8	EPOR	12	1389	1440	0.96
chr19	11378687	11378807	EPOR_exon_7	EPOR	1	120	120	1.0
chr19	11380868	11380988	EPOR_exon_6	EPOR	1	120	120	1.0
chr19	11381054	11381208	EPOR_exon_5	EPOR	2	154	240	0.64
chr19	11381690	11381848	EPOR_exon_4	EPOR	2	158	240	0.66
chr19	11381928	11382104	EPOR_exon_3	EPOR	2	176	240	0.73
chr19	11383095	11383231	EPOR_exon_2	EPOR	2	136	240	0.57
chr19	11384091	11384313	EPOR_exon_1	EPOR	2	222	240	0.93
chr19	12943711	12944488	CALR_exon_9	CALR	7	777	840	0.93
chr19	15159036	15161713	NOTCH3_exon_33	NOTCH3	23	2677	2760	0.97
chr19	15162454	15162574	NOTCH3_exon_32	NOTCH3	1	120	120	1.0
chr19	15165366	15165514	NOTCH3_exon_31	NOTCH3	2	148	240	0.62
chr19	15165785	15166090	NOTCH3_exon_30	NOTCH3	3	305	360	0.85
chr19	15167247	15167410	NOTCH3_exon_29	NOTCH3	2	163	240	0.68
chr19	15170079	15170199	NOTCH3_exon_28	NOTCH3	1	120	120	1.0
chr19	15170329	15170552	NOTCH3_exon_27	NOTCH3	2	223	240	0.93
chr19	15170669	15170824	NOTCH3_exon_26	NOTCH3	2	155	240	0.65
chr19	15174066	15174399	NOTCH3_exon_25	NOTCH3	3	333	360	0.93
chr19	15177523	15178089	NOTCH3_exon_24	NOTCH3	5	566	600	0.94
chr19	15178820	15178940	NOTCH3_exon_23	NOTCH3	1	120	120	1.0
chr19	15179023	15179281	NOTCH3_exon_22	NOTCH3	3	258	360	0.72
chr19	15179362	15179495	NOTCH3_exon_21	NOTCH3	2	133	240	0.55
chr19	15180070	15180255	NOTCH3_exon_20	NOTCH3	2	185	240	0.77
chr19	15180679	15180827	NOTCH3_exon_19	NOTCH3	2	148	240	0.62
chr19	15180959	15181161	NOTCH3_exon_18	NOTCH3	2	202	240	0.84
chr19	15181574	15181800	NOTCH3_exon_17	NOTCH3	2	226	240	0.94
chr19	15184293	15184449	NOTCH3_exon_16	NOTCH3	2	156	240	0.65
chr19	15184901	15185021	NOTCH3_exon_15	NOTCH3	1	120	120	1.0
chr19	15185255	15185407	NOTCH3_exon_14	NOTCH3	2	152	240	0.63
chr19	15185485	15185678	NOTCH3_exon_13	NOTCH3	2	193	240	0.8
chr19	15186871	15186991	NOTCH3_exon_12	NOTCH3	1	120	120	1.0
