Chromosome	Position	RelativeEnrichment
chr11	108332001	1.5647
chr11	108333001	0.7361
chr11	108334001	0.5713
chr11	108335001	1.4428
chr11	108343001	1.1572
chr11	108345001	1.4440
chr11	108347001	1.0071
chr11	108353001	0.8297
chr11	108354001	1.0423
chr11	108365001	3.0799
chr11	108366001	3.6512
chr11	108367001	3.3531
chr11	108368001	5.7835
chr11	108369001	NaN
chr11	108474001	0.7078
chr11	109076001	0.7683
chr11	109938001	0.5623
chr11	110773001	0.7531
chr11	111470001	0.8027
chr11	112167001	0.5803
chr11	112965001	0.1684
chr11	113836001	0.7287
chr11	114716001	0.5439
chr11	116067001	0.7069
chr11	116941001	0.5209
chr11	118277001	0.7945
chr11	118436001	NaN
chr11	118468001	0.8127
chr11	118471001	2.2797
chr11	118472001	4.9415
chr11	118473001	4.9470
chr11	118474001	1.6765
chr11	118476001	0.9910
chr11	118477001	0.5599
chr11	118478001	0.8803
chr11	118480001	0.9464
chr11	118481001	1.3565
chr11	118482001	1.3259
chr11	118484001	1.5893
chr11	118488001	0.8738
chr11	118489001	0.7751
chr11	118490001	0.9260
chr11	118491001	1.9593
chr11	118493001	0.9330
chr11	118494001	2.4676
chr11	118495001	1.2383
chr11	118496001	0.9017
chr11	118497001	0.5847
chr11	118498001	1.4512
chr11	118499001	1.3971
chr11	118500001	0.5180
chr11	118501001	1.8841
chr11	118502001	3.1341
chr11	118503001	5.2777
chr11	118504001	5.2248
chr11	118505001	5.0197
chr11	118506001	3.0515
chr11	118507001	0.6950
chr11	118509001	1.3231
chr11	118510001	0.8641
chr11	118511001	0.4510
chr11	118512001	0.4673
chr11	118519001	1.6131
chr11	118520001	1.2041
chr11	118521001	1.5166
chr11	118522001	4.3727
chr11	118523001	5.1339
chr11	118524001	4.2879
chr11	118525001	4.4819
chr11	118526001	3.5673
chr11	118884001	NaN
chr11	118885001	0.5066
chr11	119206001	NaN
chr11	119232001	1.4553
chr11	119271001	1.0408
chr11	119273001	0.6050
chr11	119274001	1.0024
chr11	119275001	0.4507
chr11	119276001	0.6002
chr11	119277001	0.9187
chr11	119278001	2.0206
chr11	119284001	0.4067
chr11	119285001	2.3157
chr11	119287001	0.7603
chr11	119296001	0.5477
chr11	119297001	1.1857
chr11	119298001	1.2512
chr11	119299001	2.5391
chr11	119300001	5.6407
chr11	119301001	5.2566
chr11	119302001	5.1030
chr11	119303001	5.1287
chr11	119304001	3.2732
chr11	119305001	4.7762
chr11	119306001	3.8893
chr11	119307001	3.6798
chr11	119308001	NaN
chr11	119689001	0.7398
chr11	120537001	0.7447
chr11	121361001	0.4485
chr11	122035001	0.6098
chr11	122755001	0.8472
chr11	123584001	0.2667
chr11	124443001	0.7722
chr11	125097001	0.7459
chr11	126387001	0.5740
chr11	127300001	0.5597
chr11	128039001	0.6384
chr11	128889001	0.7044
chr11	129722001	0.7693
chr11	130401001	0.7272
chr11	131376001	0.5118
chr11	132176001	0.5790
chr11	132812001	0.6589
chr11	133618001	0.2932
chr11	133619001	0.4178
chr11	134466001	0.3582
chr11	134467001	0.2897
chr12	189001	0.5961
chr12	865001	0.6314
chr12	1498001	0.8127
chr12	2448001	0.7060
chr12	3460001	0.6873
chr12	5247001	0.7506
chr12	5874001	0.7620
chr12	6789001	0.7502
chr12	7653001	0.4138
chr12	7654001	0.2826
chr12	8842001	0.5590
chr12	9681001	0.7050
chr12	10306001	0.1324
chr12	10307001	NaN
chr12	11519001	0.9114
chr12	11649001	0.4381
chr12	11650001	0.6896
chr12	11752001	0.6950
chr12	11839001	1.0800
chr12	11853001	0.8868
chr12	11869001	2.1881
chr12	11884001	0.9199
chr12	11885001	0.5852
chr12	11886001	0.3729
chr12	11890001	NaN
chr12	11891001	3.9329
chr12	11892001	4.1428
chr12	11893001	3.8511
chr12	11894001	4.8770
chr12	11895001	1.5459
chr12	12683001	NaN
chr12	12717001	2.0998
chr12	12718001	1.9217
chr12	12721001	5.3455
chr12	12722001	3.0636
chr12	13527001	0.7378
chr12	14478001	0.7215
chr12	15459001	0.6713
chr12	16079001	0.5909
chr12	16848001	0.7104
chr12	17462001	0.7746
chr12	18404001	1.0852
chr12	19553001	0.8420
chr12	20449001	0.4706
chr12	21638001	0.8551
chr12	22242001	0.5946
chr12	22625001	0.8779
chr12	22643001	1.3605
chr12	22644001	0.6794
chr12	22659001	0.9078
chr12	22661001	0.9003
chr12	22671001	0.8858
chr12	22673001	1.3078
chr12	22684001	2.2108
chr12	22685001	8.1706
chr12	22686001	5.0996
chr12	22687001	5.7040
chr12	22688001	5.6312
chr12	22689001	7.6284
chr12	22690001	4.3996
chr12	23057001	NaN
chr12	23738001	0.7651
chr12	25205001	2.7990
chr12	25206001	5.0473
chr12	25207001	3.2506
chr12	25208001	4.4918
chr12	25209001	5.1534
chr12	25225001	1.3960
chr12	25227001	0.9519
chr12	25245001	0.9199
chr12	25250001	NaN
chr12	25264001	0.7783
chr12	26439001	0.9363
chr12	27621001	0.4109
chr12	28556001	0.8471
chr12	29415001	0.4299
chr12	30346001	0.6794
chr12	31195001	0.2696
chr12	31196001	0.1327
chr12	32079001	0.7791
chr12	32882001	0.8192
chr12	33581001	0.5994
chr12	38329001	0.9639
chr12	39181001	0.6031
chr12	39796001	0.7222
chr12	40509001	0.6955
chr12	41711001	0.3575
chr12	42904001	0.6085
chr12	43547001	0.5876
chr12	44616001	0.5220
chr12	45329001	0.3211
chr12	46207001	0.8130
chr12	47088001	0.6687
chr12	48151001	0.5388
chr12	48883001	0.6351
chr12	49623001	NaN
chr12	49630001	0.6449
chr12	49631001	1.1191
chr12	49632001	1.4292
chr12	49633001	2.3360
chr12	49634001	1.8058
chr12	49635001	2.3880
chr12	49636001	1.0850
chr12	49637001	1.1940
chr12	49641001	0.5523
chr12	49642001	2.0282
chr12	49643001	2.7217
chr12	49644001	2.7771
chr12	49967001	0.6581
chr12	50956001	0.5964
chr12	52451001	NaN
chr12	53289001	0.7315
chr12	54217001	NaN
chr12	54292001	4.0145
chr12	54293001	1.8294
chr12	54295001	1.0162
chr12	54300001	0.7294
chr12	54301001	0.3026
chr12	55368001	0.5461
chr12	57268001	0.2597
chr12	58410001	0.8184
chr12	59314001	0.1721
chr12	59315001	0.4999
chr12	60187001	0.4886
chr12	60877001	0.7221
chr12	61987001	0.6854
chr12	62610001	0.6443
chr12	63439001	0.6156
chr12	64109001	0.9408
chr12	64992001	0.8901
chr12	65838001	0.7210
chr12	66795001	0.9151
chr12	67885001	0.8161
chr12	68488001	0.5308
chr12	69179001	0.6509
chr12	69816001	0.2294
chr12	70622001	0.5078
chr12	71351001	0.6783
chr12	71952001	0.1496
chr12	71953001	0.2697
chr12	73135001	0.5254
chr12	73780001	0.6255
chr12	74477001	0.2256
chr12	75448001	0.1812
chr12	75449001	0.4959
chr12	76882001	0.6216
chr12	77858001	0.7072
chr12	78633001	0.5178
chr12	79303001	0.6378
chr12	80744001	0.6772
chr12	81486001	0.7833
chr12	82276001	1.0317
chr12	82880001	0.7469
chr12	84833001	0.4799
chr12	85600001	0.1220
chr12	86259001	0.5152
chr12	87329001	0.8726
chr12	87953001	0.3466
chr12	89729001	0.4424
chr12	90355001	0.3081
chr12	91289001	0.3225
chr12	91934001	0.1313
chr12	91935001	NaN
chr12	92140001	4.2448
chr12	92141001	5.7244
chr12	92142001	6.3140
chr12	92143001	5.4563
chr12	92144001	1.9885
chr12	92145001	1.3045
chr12	92607001	NaN
chr12	93362001	0.5001
chr12	94259001	0.4295
chr12	96334001	0.4482
chr12	96947001	0.7931
chr12	97829001	0.2435
chr12	99420001	1.1594
chr12	100833001	0.7807
chr12	101749001	0.5834
chr12	103218001	0.6895
chr12	103818001	0.5673
chr12	104425001	0.8049
chr12	105048001	0.8101
chr12	105939001	0.3995
chr12	106897001	0.6488
chr12	107713001	0.6568
chr12	108900001	0.7713
chr12	109737001	0.6954
chr12	110820001	0.5921
chr12	111405001	NaN
chr12	111406001	NaN
chr12	111418001	NaN
chr12	111446001	1.0372
chr12	111447001	2.6948
chr12	111448001	4.3199
chr12	111449001	4.5593
chr12	111450001	3.5215
chr12	111451001	2.8153
chr12	112418001	NaN
chr12	112419001	NaN
chr12	112446001	0.7272
chr12	112450001	1.2861
chr12	112453001	1.1455
chr12	112454001	0.8167
chr12	112455001	0.3820
chr12	112456001	0.5155
chr12	112472001	0.3336
chr12	112473001	0.4089
chr12	112477001	1.4751
chr12	112478001	0.3429
chr12	112482001	0.7618
chr12	112486001	0.9272
chr12	112488001	1.0667
chr12	112489001	0.6873
chr12	112502001	0.6757
chr12	112504001	0.8444
chr12	112505001	1.0960
chr12	112506001	3.8862
chr12	112507001	3.8566
chr12	112508001	4.5345
chr12	112509001	4.4120
chr12	113035001	NaN
chr12	113924001	0.3347
chr12	113925001	0.4151
chr12	114539001	0.5688
chr12	115145001	0.4010
chr12	115146001	0.3515
chr12	115986001	0.7886
chr12	116904001	0.2917
chr12	117518001	0.7386
chr12	118137001	0.7001
chr12	118938001	0.7221
chr12	119789001	0.8254
chr12	120764001	0.6253
chr12	121392001	0.6337
chr12	121803001	NaN
chr12	121804001	0.4428
chr12	121805001	1.2746
chr12	121806001	0.4893
chr12	121808001	0.5200
chr12	121809001	1.7637
chr12	121810001	2.3943
chr12	121814001	1.8460
chr12	121817001	2.6237
chr12	121819001	2.1416
chr12	121822001	1.3371
chr12	121823001	1.7625
chr12	121825001	0.9927
chr12	121827001	1.6440
chr12	121828001	NaN
chr12	121830001	3.2708
chr12	121831001	3.3619
chr12	121832001	2.6756
chr12	122023001	0.8801
chr12	122717001	0.6781
chr12	124632001	0.7165
chr12	125506001	0.3406
chr12	125507001	0.4920
chr12	126352001	0.2350
chr12	127025001	1.1652
chr12	128197001	0.6682
chr12	129387001	0.6980
chr12	129388001	0.1350
chr12	130003001	0.7482
chr12	130618001	0.7106
chr12	131492001	0.7548
chr12	132174001	0.7122
chr12	133241001	0.6532
chr13	19124001	0.3581
chr13	19125001	0.2021
chr13	20492001	0.6518
chr13	21203001	0.3706
chr13	21893001	0.5714
chr13	22703001	0.5060
chr13	23493001	0.5993
chr13	24196001	0.7129
chr13	24878001	0.5824
chr13	24879001	0.2598
chr13	25690001	0.5456
chr13	26973001	0.4069
chr13	26974001	0.2859
chr13	27663001	0.6064
chr13	28003001	3.6338
chr13	28004001	0.9585
chr13	28014001	0.9086
chr13	28015001	1.4912
chr13	28018001	0.8481
chr13	28023001	0.9150
chr13	28024001	1.2116
chr13	28027001	1.0704
chr13	28028001	0.7086
chr13	28033001	0.6346
chr13	28034001	1.8102
chr13	28035001	1.7221
chr13	28036001	0.3600
chr13	28037001	1.1303
chr13	28048001	1.2917
chr13	28049001	2.2183
chr13	28050001	0.7914
chr13	28052001	0.7394
chr13	28057001	0.7099
chr13	28061001	0.7224
chr13	28062001	0.5194
chr13	28070001	1.2581
chr13	28100001	NaN
chr13	28375001	0.8466
chr13	29315001	0.7597
chr13	29974001	0.8382
chr13	30744001	0.5834
chr13	31369001	0.2926
chr13	32054001	0.8236
chr13	32979001	0.6801
chr13	33688001	0.3866
chr13	34373001	0.4730
chr13	35090001	0.6536
chr13	36251001	0.8219
chr13	36907001	0.3168
chr13	36908001	0.3721
chr13	37638001	0.4551
chr13	38338001	0.2807
chr13	38339001	0.2980
chr13	39471001	0.7396
chr13	40169001	0.4275
chr13	40170001	0.1154
chr13	40809001	0.5422
chr13	41740001	0.8368
chr13	42729001	0.8696
chr13	43370001	0.6602
chr13	44066001	0.3802
chr13	44900001	0.7545
chr13	45523001	0.1724
chr13	45524001	0.5121
chr13	46183001	0.5114
chr13	46881001	0.7425
chr13	47557001	0.6636
chr13	49187001	0.5782
chr13	50354001	0.6114
chr13	51040001	0.6405
chr13	51972001	0.6789
chr13	52949001	0.5048
chr13	52950001	0.2955
chr13	53870001	0.6851
chr13	54493001	0.8472
chr13	55220001	0.7669
chr13	55846001	0.1412
chr13	55847001	0.7656
chr13	56853001	1.1163
chr13	57876001	0.8258
chr13	58640001	0.9111
chr13	59322001	0.8763
chr13	60724001	0.7435
chr13	61483001	0.8834
chr13	62159001	0.5934
chr13	63035001	0.9468
chr13	63914001	0.8213
chr13	64701001	0.7630
chr13	65509001	0.9010
chr13	66359001	0.9104
chr13	66992001	0.6619
chr13	67944001	0.8057
chr13	68659001	0.4047
chr13	68660001	NaN
chr13	69334001	1.0637
chr13	70247001	0.2052
chr13	70959001	0.6338
chr13	71758001	0.6411
chr13	73075001	0.5944
chr13	73772001	0.6186
chr13	74573001	0.5815
chr13	75353001	0.8112
chr13	76281001	0.5427
chr13	77373001	0.6732
chr13	78135001	0.6414
chr13	79056001	NaN
chr13	79744001	0.7568
chr13	80448001	0.7137
chr13	81115001	0.6499
chr13	81836001	0.6716
chr13	83236001	0.5972
chr13	84408001	0.8905
chr13	85445001	0.7967
chr13	86172001	0.7263
chr13	87319001	0.6116
chr13	88251001	0.7749
chr13	89273001	0.7060
chr13	90055001	0.7466
chr13	90791001	0.9789
chr13	91488001	0.5792
chr13	92627001	0.9546
chr13	93320001	0.6879
chr13	93321001	0.2554
chr13	94496001	0.7557
chr13	95190001	0.7155
chr13	95791001	0.5673
chr13	95792001	0.2242
chr13	96987001	0.7263
chr13	98239001	0.3630
chr13	98240001	0.4633
chr13	98893001	0.8915
chr13	99582001	0.2391
chr13	99583001	0.4538
chr13	100279001	0.5576
chr13	101210001	0.5837
chr13	102085001	0.6715
chr13	102827001	0.6877
chr13	103701001	0.8029
chr13	104525001	0.5077
chr13	105155001	0.4857
chr13	105910001	0.5620
chr13	106543001	0.7842
chr13	107227001	0.8722
chr13	107962001	0.7370
chr13	108207001	3.1573
chr13	108208001	5.3219
chr13	108209001	5.8407
chr13	108210001	6.9033
chr13	108211001	2.3192
chr13	108214001	0.5894
chr13	108215001	0.2359
chr13	108612001	0.6839
chr13	109310001	0.7487
chr13	109999001	0.7682
chr13	110988001	0.4354
chr13	110989001	0.5294
chr13	111624001	0.7764
chr13	113146001	0.7319
chr14	18618001	0.3562
chr14	20592001	0.4998
chr14	21735001	0.5762
chr14	22560001	0.7195
chr14	23776001	0.5388
chr14	24518001	0.8174
chr14	25388001	0.8695
chr14	26371001	0.6175
chr14	27057001	0.5834
chr14	27870001	0.4905
chr14	28488001	0.4748
chr14	29890001	0.9145
chr14	31413001	0.4154
chr14	32695001	0.7153
chr14	33542001	0.7755
chr14	34379001	0.6661
chr14	35471001	0.3778
chr14	36626001	0.8234
chr14	37520001	0.4345
chr14	39221001	0.7789
chr14	40262001	0.6653
chr14	41149001	1.5320
chr14	41845001	0.6882
chr14	42513001	0.8274
chr14	43387001	0.9201
chr14	44498001	NaN
chr14	45929001	0.7281
chr14	46806001	0.3112
chr14	47852001	0.7358
chr14	48724001	0.8167
chr14	50104001	0.5395
chr14	51242001	0.6251
chr14	52329001	0.8287
chr14	52977001	0.3650
chr14	52978001	0.5988
chr14	53814001	0.5095
chr14	54617001	0.8067
chr14	56005001	0.4568
chr14	56006001	0.2646
chr14	56862001	0.5708
chr14	57996001	0.8375
chr14	58803001	0.5118
chr14	59673001	0.6842
chr14	61168001	0.6637
chr14	61897001	0.7924
chr14	62518001	0.3096
chr14	63181001	0.1651
chr14	63850001	0.6636
chr14	64503001	NaN
chr14	65865001	0.5559
chr14	67499001	0.5833
chr14	68298001	0.7048
chr14	69483001	0.7250
chr14	70361001	0.8037
chr14	71765001	0.7861
chr14	72655001	0.5913
chr14	72656001	0.2438
chr14	73467001	0.7384
chr14	74244001	0.6428
chr14	74874001	0.5551
chr14	76253001	0.7192
chr14	77296001	0.6744
chr14	78220001	0.6389
chr14	79610001	0.6900
chr14	80457001	0.6954
chr14	81274001	0.2624
chr14	81275001	0.4158
chr14	82156001	0.6659
chr14	83576001	0.7742
chr14	84405001	0.7702
chr14	85535001	0.3780
chr14	86700001	0.8370
chr14	87402001	0.8258
chr14	88049001	0.8152
chr14	89176001	0.5539
chr14	90071001	0.7152
chr14	90847001	0.6873
chr14	91454001	0.7168
chr14	92292001	0.2875
chr14	92293001	0.3930
chr14	93150001	0.6951
chr14	93925001	0.7727
chr14	94525001	0.8036
chr14	95380001	0.3854
chr14	96466001	NaN
chr14	96467001	0.5470
chr14	97201001	0.7431
chr14	97900001	0.8046
chr14	98503001	0.7797
chr14	99169001	3.5429
chr14	99170001	4.1077
chr14	99171001	5.2724
chr14	99172001	6.1769
chr14	99173001	3.6445
chr14	99174001	1.7024
chr14	99175001	NaN
chr14	99176001	NaN
chr14	99231001	0.6629
chr14	99257001	1.5204
chr14	99271001	2.3483
chr14	99272001	0.5256
chr14	99317001	0.6218
chr14	100715001	0.8585
chr14	101558001	0.6780
chr14	103243001	0.6942
chr14	104074001	0.7293
chr14	104769001	2.4316
chr14	104770001	2.6237
chr14	104772001	1.4025
chr14	104773001	2.1510
chr14	104774001	0.5868
chr14	104775001	1.6213
chr14	104776001	0.6710
chr14	104780001	0.6264
chr14	104792001	0.7427
chr14	104793001	0.8136
chr14	105181001	NaN
chr14	106627001	0.5679
chr15	20672001	0.4353
chr15	22014001	NaN
chr15	22753001	NaN
chr15	22754001	0.5003
chr15	23477001	0.5523
chr15	24280001	0.6785
chr15	25119001	0.7364
chr15	25970001	0.5588
chr15	26753001	0.7044
chr15	27647001	0.7390
chr15	28794001	0.3213
chr15	29555001	0.7220
chr15	30371001	0.2967
chr15	31206001	0.6884
chr15	32007001	0.6357
chr15	33144001	0.9672
chr15	34254001	0.7478
chr15	35113001	0.7353
chr15	35739001	0.1910
chr15	35740001	0.5069
chr15	36367001	0.9252
chr15	37610001	0.7350
chr15	38488001	0.8894
chr15	39296001	0.3407
chr15	39297001	0.1165
chr15	40097001	0.6002
chr15	40695001	0.7706
chr15	40698001	0.9021
chr15	40701001	0.7664
chr15	40706001	0.7826
chr15	40709001	0.6673
chr15	40718001	0.6792
chr15	40728001	0.7604
chr15	40729001	1.3617
chr15	40731001	4.3717
chr15	40732001	1.3628
chr15	40734001	0.7100
chr15	41792001	0.7134
chr15	42408001	0.3112
chr15	42409001	0.2589
chr15	43924001	0.4372
chr15	44802001	0.3459
chr15	44803001	0.3184
chr15	45712001	0.5523
chr15	46556001	0.7379
chr15	47394001	0.9486
chr15	48036001	0.6863
chr15	49104001	0.6649
chr15	49900001	0.6335
chr15	51004001	0.6707
chr15	51842001	0.7965
chr15	52713001	0.5372
chr15	52714001	0.2117
chr15	53518001	0.7750
chr15	54418001	0.6282
chr15	55060001	0.5571
chr15	56028001	0.7341
chr15	56747001	0.2790
chr15	56748001	0.4203
chr15	57422001	0.7177
chr15	58519001	0.3609
chr15	58520001	0.3790
chr15	59402001	0.1707
chr15	59403001	0.3130
chr15	60509001	0.7932
chr15	61619001	0.9196
chr15	62737001	0.7752
chr15	63368001	0.5521
chr15	63369001	0.3104
chr15	64204001	0.6859
chr15	65396001	0.3382
chr15	66001001	0.7539
chr15	66386001	NaN
chr15	66387001	NaN
chr15	66435001	0.9553
chr15	66436001	0.8026
chr15	66443001	0.8700
chr15	66444001	0.9487
chr15	66481001	0.7304
chr15	66484001	0.3233
chr15	66485001	0.8847
chr15	66487001	0.7600
chr15	66489001	1.5907
chr15	66490001	2.3564
chr15	66491001	2.1218
chr15	66632001	0.6376
chr15	67925001	0.7123
chr15	68946001	0.6506
chr15	69971001	0.7046
chr15	71067001	0.6444
chr15	71684001	0.6833
chr15	73309001	0.8080
chr15	74196001	0.7295
chr15	75622001	0.6679
chr15	76669001	0.4016
chr15	77489001	0.7515
chr15	78571001	0.7950
chr15	79734001	0.7776
chr15	81065001	0.6003
chr15	81674001	0.5956
chr15	82891001	0.6429
chr15	83784001	0.7618
chr15	84761001	0.2793
chr15	84762001	0.6368
chr15	85890001	0.6191
chr15	86713001	0.7309
chr15	87314001	0.7283
chr15	88144001	0.6658
chr15	89243001	0.6175
chr15	90268001	0.4294
chr15	91058001	0.6569
chr15	91663001	0.9141
chr15	92302001	0.7182
chr15	93682001	0.6630
chr15	94519001	0.5781
chr15	95136001	0.7194
chr15	95894001	0.7215
chr15	96764001	0.6173
chr15	97619001	0.6489
chr15	98715001	0.7197
chr15	99551001	0.7501
chr15	100664001	0.6153
chr15	101502001	0.4981
chr16	282001	0.2182
chr16	283001	NaN
chr16	899001	0.7734
chr16	1833001	0.7276
chr16	2449001	0.4468
chr16	3100001	0.5177
chr16	4075001	0.6240
chr16	5011001	0.7377
chr16	5631001	0.6266
chr16	6581001	0.5880
chr16	7211001	0.6157
chr16	8465001	0.6576
chr16	9383001	0.7334
chr16	9987001	0.6903
chr16	11275001	0.6794
chr16	12214001	0.7407
chr16	13148001	0.6758
chr16	14029001	0.6032
chr16	14435001	1.0608
chr16	14436001	3.3395
chr16	14446001	0.7256
chr16	14447001	0.5231
chr16	14482001	1.2866
chr16	14552001	0.7188
chr16	14554001	0.7540
chr16	14555001	0.8451
chr16	14580001	0.7174
chr16	14582001	0.7760
chr16	14584001	1.9640
chr16	14586001	0.8457
chr16	14593001	0.8421
chr16	14599001	0.9615
chr16	14604001	0.9180
chr16	14606001	0.8105
chr16	14608001	1.2911
chr16	14609001	0.7158
chr16	14610001	1.1931
chr16	14617001	0.9462
chr16	14627001	1.6060
chr16	14628001	1.3335
chr16	14629001	0.8217
chr16	14630001	0.3818
chr16	15035001	0.6857
chr16	15704001	0.8070
chr16	16891001	0.6512
chr16	17577001	0.7735
chr16	19589001	0.3799
chr16	19590001	0.2857
chr16	20225001	0.8475
chr16	20971001	0.7436
chr16	21597001	0.7232
chr16	22719001	0.8365
chr16	24273001	0.6463
chr16	25228001	0.7765
chr16	25841001	0.6948
chr16	26494001	0.7352
chr16	27124001	0.7716
chr16	27805001	0.3441
chr16	27806001	0.2629
chr16	28497001	0.7190
chr16	29317001	0.6092
chr16	29971001	0.4623
chr16	31816001	0.4242
chr16	46800001	0.3974
chr16	49206001	0.4567
chr16	49207001	0.2007
chr16	50369001	0.7470
chr16	51353001	0.8114
chr16	51983001	0.2718
chr16	52903001	1.0103
chr16	53845001	0.7105
chr16	54544001	0.4766
chr16	54545001	0.2654
chr16	55165001	0.7689
chr16	55820001	0.4952
chr16	57034001	0.6633
chr16	57669001	0.4468
chr16	57670001	0.3411
chr16	58293001	0.6018
chr16	58974001	0.7659
chr16	59574001	0.5993
chr16	60207001	0.8019
chr16	61089001	0.4920
chr16	61800001	0.4283
chr16	62738001	0.3229
chr16	62739001	0.4488
chr16	63363001	0.5627
chr16	64380001	0.9141
chr16	65221001	0.6834
chr16	65905001	0.7434
chr16	66855001	0.4359
chr16	67562001	NaN
chr16	67571001	0.9005
chr16	67610001	0.8457
chr16	67611001	3.5397
chr16	67612001	0.7128
chr16	67616001	0.8075
chr16	67620001	0.8139
chr16	67621001	1.2094
chr16	67626001	0.9485
chr16	67628001	1.1703
chr16	67629001	0.8300
chr16	67636001	0.8469
chr16	67637001	1.6178
chr16	67638001	5.8411
chr16	67639001	1.0439
chr16	68682001	0.7238
chr16	69697001	0.2380
chr16	70950001	0.2595
chr16	71973001	0.6959
chr16	72853001	0.7535
chr16	74048001	0.8315
chr16	74721001	0.7019
chr16	75482001	0.6362
chr16	77532001	0.6033
chr16	78175001	0.5792
chr16	78823001	0.7165
chr16	79457001	0.7350
chr16	80124001	0.6925
chr16	81404001	0.6067
chr16	81779001	NaN
chr16	81785001	0.4840
chr16	81786001	0.9772
chr16	81854001	0.8971
chr16	81858001	0.8653
chr16	81859001	0.7140
chr16	81869001	0.7984
chr16	81870001	0.7746
chr16	81880001	0.5814
chr16	81883001	0.7111
chr16	81889001	0.8490
chr16	81891001	0.7656
chr16	81893001	0.6657
chr16	81895001	0.6402
chr16	81900001	1.0102
chr16	81905001	0.7391
chr16	81907001	0.6816
chr16	81908001	1.1095
chr16	81910001	1.0574
chr16	81912001	0.7121
chr16	81919001	1.1319
chr16	81921001	0.8248
chr16	81923001	0.7982
chr16	81927001	0.6245
chr16	81928001	0.8084
chr16	81931001	0.9937
chr16	81934001	0.7979
chr16	81936001	1.2352
chr16	81937001	0.7440
chr16	81938001	0.6950
chr16	81939001	0.8676
chr16	81940001	0.5217
chr16	81946001	0.7359
chr16	81956001	1.0584
chr16	81957001	NaN
chr16	81958001	4.7083
chr16	81959001	4.9400
chr16	81960001	5.3531
chr16	81961001	6.2510
chr16	81962001	2.9743
chr16	82932001	0.8068
chr16	83562001	0.6754
chr16	85447001	0.8126
chr16	86417001	0.7475
chr16	87039001	0.5776
chr16	87974001	0.8021
chr16	88571001	0.8344
chr16	89768001	0.5730
chr17	1650001	1.3632
chr17	1651001	2.6328
chr17	1653001	1.7944
chr17	1654001	0.3029
chr17	1655001	1.0579
chr17	1656001	1.5589
chr17	1658001	1.9523
chr17	1659001	1.9447
chr17	1660001	1.9795
chr17	1661001	3.0135
chr17	1662001	0.7265
chr17	1673001	2.5323
chr17	1674001	1.2772
chr17	1675001	2.6003
chr17	1676001	2.6779
chr17	1677001	1.6340
chr17	1678001	1.5827
chr17	1679001	2.6894
chr17	1680001	1.2312
chr17	1681001	2.2133
chr17	1682001	1.1594
chr17	1683001	1.0774
chr17	1684001	1.1203
chr17	7668001	1.6005
chr17	7669001	3.1598
chr17	7670001	0.6770
chr17	7673001	1.4905
chr17	7674001	1.3497
chr17	7675001	1.3865
chr17	7676001	1.9770
chr17	7687001	0.7210
chr17	7834001	0.2976
chr17	7839001	0.4437
chr17	7840001	0.2624
chr17	7844001	0.4628
chr17	7845001	2.3212
chr17	7846001	2.4570
chr17	7847001	1.7627
chr17	7848001	1.9920
chr17	7849001	2.9904
chr17	7850001	0.9423
chr17	7851001	3.0941
chr17	7852001	2.1402
chr17	7853001	2.9193
chr17	7854001	2.5804
chr17	27768001	0.5713
chr17	28489001	0.6879
chr17	29273001	0.7445
chr17	30646001	0.5111
chr17	31094001	0.2535
chr17	31095001	NaN
chr17	31155001	0.6104
chr17	31156001	0.7837
chr17	31159001	0.7083
chr17	31163001	1.5850
chr17	31169001	0.6396
chr17	31170001	0.6901
chr17	31181001	2.7137
chr17	31182001	1.3780
chr17	31200001	1.2069
chr17	31201001	1.5051
chr17	31206001	1.0190
chr17	31214001	0.9569
chr17	31219001	0.6172
chr17	31221001	1.1385
chr17	31223001	1.1432
chr17	31225001	0.8480
chr17	31226001	0.8094
chr17	31227001	1.0684
chr17	31229001	2.1539
chr17	31230001	1.4967
chr17	31232001	1.6639
chr17	31233001	1.0916
chr17	31235001	1.5168
chr17	31236001	0.3400
chr17	31248001	0.7960
chr17	31249001	0.6704
chr17	31252001	0.6914
chr17	31253001	0.4960
chr17	31258001	1.1159
chr17	31259001	0.7678
chr17	31260001	0.9730
chr17	31261001	0.7848
chr17	31265001	0.8882
chr17	31325001	1.1836
chr17	31326001	1.3077
chr17	31327001	1.8909
chr17	31330001	1.6166
chr17	31334001	1.4747
chr17	31335001	NaN
chr17	31336001	2.5933
chr17	31337001	2.4266
chr17	31338001	1.6274
chr17	31340001	0.8810
chr17	31343001	0.7239
chr17	31349001	1.0753
chr17	31350001	0.9021
chr17	31352001	0.9197
chr17	31356001	1.2486
chr17	31357001	1.4389
chr17	31358001	1.6591
chr17	31359001	0.9758
chr17	31360001	1.5203
chr17	31374001	4.2480
chr17	31375001	4.3655
chr17	31376001	4.9052
chr17	31377001	3.0602
chr17	31936001	NaN
chr17	31937001	NaN
chr17	31940001	1.8953
chr17	31947001	0.7664
chr17	31966001	1.0726
chr17	31973001	1.1838
chr17	31975001	1.4552
chr17	31976001	1.2419
chr17	31982001	0.2232
chr17	31983001	0.4211
chr17	31988001	1.2352
chr17	31993001	1.7230
chr17	31994001	1.4079
chr17	31995001	1.5505
chr17	31996001	1.1615
chr17	31998001	2.8168
chr17	31999001	8.9235
chr17	32000001	6.2084
chr17	32001001	NaN
chr17	32285001	0.7135
